0.0 	 6.998389607832577 	 0.9550346907923404 	 
0.05 	 5.711211838959736 	 0.8003649082436618 	 
0.1 	 5.182294549659277 	 0.8564513700993209 	 
0.15 	 4.544305977011169 	 0.9187120235175502 	 
0.2 	 4.106599076001916 	 1.046936569040959 	 
0.25 	 3.598675158384291 	 1.1450174128904533 	 
0.3 	 3.2398649706762357 	 1.3570867599913676 	 
0.35 	 2.7486037168299164 	 1.4953511690324177 	 
0.4 	 2.3367863718473356 	 1.8370287641379883 	 
0.45 	 1.965099048453787 	 1.9144699044596993 	 
0.5 	 1.6218509524865414 	 2.136409800599262 	 
0.55 	 1.31318808842381 	 2.399922911423295 	 
0.6 	 1.0537813027876586 	 2.6508990096896787 	 
0.65 	 0.8360561968863393 	 3.0561370984594407 	 
0.7 	 0.6493904624251376 	 3.4890269907812277 	 
0.75 	 0.4866210377098885 	 4.060065986991606 	 
0.8 	 0.372915038228685 	 4.389700821223718 	 
0.85 	 0.2694775381136266 	 4.602421290957478 	 
0.9 	 0.21038527592442485 	 5.344734032716154 	 
0.95 	 0.172265477414462 	 5.942071029011437 	 
1.0 	 0.12124286389949947 	 6.505929943961789 	 
