0.0 	 0.9911572971168289 	 
0.05 	 0.9900982206870557 	 
0.1 	 0.9866227791394004 	 
0.15 	 0.9844778101241586 	 
0.2 	 0.9824662864348547 	 
0.25 	 0.9813931230026435 	 
0.3 	 0.9785390406298906 	 
0.35 	 0.9784243542352399 	 
0.4 	 0.9778235293583153 	 
0.45 	 0.9787360386452343 	 
0.5 	 0.9788580958068539 	 
0.55 	 0.9797630069372717 	 
0.6 	 0.9816013709803375 	 
0.65 	 0.9822145710833922 	 
0.7 	 0.9832871244255695 	 
0.75 	 0.9850405570855518 	 
0.8 	 0.9869385179835938 	 
0.85 	 0.9900390991692686 	 
0.9 	 0.9921878957469106 	 
0.95 	 0.9950465056000003 	 
1.0 	 0.9986017323094063 	 
